OBJECTID,InspectionStatus,SURVEY_DATE,PARID,ADDR,FRONTAGE,DEPTH,AREA_SQFT,AREA_ACRES,LAND_VAL,BLDG_VAL,TTL_VAL,ZONING,CURR_USE,LICENSE,PREF_USE,SECND_USE,REC_PRICE,COMMENTS,NBRHD,WARD_2012,LUC,STNUMB,STNUMB2,STDIR,STNAME,STTYPE,Z_,MODIFIED_BY,LAST_MODIFIED,STATUSSINCESURVEY,SHAPE_STArea(),SHAPE_STLength()
3633,Y,2016-06-17 04:00:00,6859403,222 S MAIN ST   UNIT B 1,None,None,16405,0.3766,132480,None,None,U-3,3, ,3,0,None,O'Neal Building,Downtown Akron,W1,640,222,UNIT B 1,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,37084.8956299,779.354084679
3634,Y,2016-06-17 04:00:00,6859404,222 S MAIN ST   UNIT B 2,None,None,15612,0.3584,126060,None,None,U-3,3, ,3,0,None,"O'Neal Building, see adjacent parcel for pic ",Downtown Akron,W1,640,222,UNIT B 2,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,37084.8956299,779.354084679
3635,Y,2016-06-17 04:00:00,6859419,51 W STATE ST,None,None,63162,1.45,443700,None,None,U-3,3, ,3,0,None,Part of O'Neal Building. See adjacent parcel for pic ,Downtown Akron,W1,640,51,None,W,STATE,ST,None,ROZENDA,2017-02-21 11:58:00,None,64651.6722412,1013.38006966
3636,Y,2016-06-14 04:00:00,6749437,KING DR,None,None,436,0.01,720,None,None,U-1B,9, ,9,0,None,City free lot,Downtown Akron,W1,640,None,None,None,KING,DR,D,ROZENDA,2017-02-21 11:58:00,None,194135.637695,2803.31440747
3637,Y,2016-06-14 04:00:00,6716582,GLENDALE AVE,None,None,270072,6.2,72250,None,None,U-1B,9, ,9,0,None,See adjacent parcel for pic ,Downtown Akron,W1,640,None,None,None,GLENDALE,AVE,D,ROZENDA,2017-02-21 11:58:00,None,194135.637695,2803.31440747
3638,Y,2016-06-20 04:00:00,6712856,DART AVE,None,None,9148,0.21,27810,None,None,U-3,9, ,3,9,None,See adjacent parcels for pic ,Downtown Akron,W1,400,None,None,None,DART,AVE,None,ROZENDA,2017-02-21 11:58:00,None,9225.68066406,541.467866432
3639,Y,2016-06-17 04:00:00,6757151,110 W BOWERY ST,None,None,36765,0.844,296870,None,None,U-3,9, ,9,0,None,None,Downtown Akron,W1,456,110,None,W,BOWERY,ST,None,ROZENDA,2017-02-21 11:58:00,None,36746.3813477,864.718936633
3640,Y,2016-06-20 04:00:00,6701914,DART AVE,None,None,5859,0.1345,47300,None,None,U-3,9, ,3,9,None,See adjacent parcels for pic ,Downtown Akron,W1,456,None,None,None,DART,AVE,None,ROZENDA,2017-02-21 11:58:00,None,6224.75500488,326.144507705
3641,Y,2016-06-17 04:00:00,6716607,20 W MILL ST,None,None,None,0.0,None,None,None,U-3,3, ,3,0,None,Cascade Building& parking deck,Downtown Akron,W1,411,20,None,W,MILL,ST,None,ROZENDA,2017-02-21 11:58:00,None,181622.422729,2397.65232942
3642,Y,2016-06-17 04:00:00,6716566,10 W BOWERY ST,None,None,None,0.0,None,None,None,U-3,3, ,3,0,None,See adjacent parcels for pic ,Downtown Akron,W1,640,10,None,W,BOWERY,ST,None,ROZENDA,2017-02-21 11:58:00,None,181622.422729,2397.65232942
3643,Y,2016-06-20 04:00:00,6727497,200 S MAIN ST,None,None,4970,0.1141,40150,None,None,U-3,8, ,8,0,None,"Part of Lock 3, see adjacent parcels for pic ",Downtown Akron,W1,640,200,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,5264.36193848,426.366293886
3644,Y,2016-06-17 04:00:00,6855344,WATER ST,None,None,34848,0.8,281400,None,None,U-3,8, ,8,0,None,Lock 3,Downtown Akron,W1,640,None,None,None,WATER,ST,None,ROZENDA,2017-02-21 11:58:00,None,35178.0849609,1348.44550441
3645,Y,2016-06-17 04:00:00,6737438,365 WATER ST,None,None,27434,0.6298,90690,None,None,U-3,14, ,0,0,None,"Zoning split between U-3 and U-, ODNR Building for Ohio & Erie Canal",Downtown Akron,W3,447,365,None,None,WATER,ST,D,ROZENDA,2017-02-21 11:58:00,None,30152.4567871,854.63603467
3646,Y,2016-06-20 04:00:00,6700011,300 S MAIN ST,None,None,3655,0.0839,29520,None,None,U-3,3, ,3,8,None,"Part of restraint at Canal Park Stadium, see adjacent parcels for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,4035.41271973,378.305929432
3647,Y,2016-06-17 04:00:00,6819270,300 S MAIN ST,None,None,1285,0.0295,10370,None,None,U-3,3, ,3,0,None,"Cilantro Restaurant, see adjacent parcel for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,1328.64978027,171.082721005
3648,Y,2016-06-17 04:00:00,6702782,300 S MAIN ST,None,None,4417,0.1014,35670,None,None,U-3,3, ,3,0,None,"Cilantro Restaurant, see adjacent parcel for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,4509.04089355,388.873026191
3649,Y,2016-06-17 04:00:00,6702565,300 S MAIN ST,None,None,8350,0.1917,67430,None,None,U-3,3, ,3,0,None,"Cilantro Restaurant, see adjacent parcel for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,8461.31481934,436.89189011
3650,Y,2016-06-17 04:00:00,6729473,326 S MAIN ST,None,None,7305,0.1677,69410,None,None,U-3,3, ,3,0,None,The Bank Nightclub & Cilantro Restaurant,Downtown Akron,W3,499,326,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,6982.59399414,417.154237877
3651,Y,2016-07-06 04:00:00,6760929,SPRING ALLEY,None,None,3485,0.08,6120,None,None,U-3,8, ,8,0,None,"Part of Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,640,None,None,None,SPRING,ALY,None,ROZENDA,2017-02-21 11:58:00,None,3372.97924805,374.67692677
3652,Y,2016-06-17 04:00:00,6700549,300 S MAIN ST,None,None,14680,0.337,118540,None,None,U-3,3, ,3,0,None,Canal Park Stadium,Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,16082.0621338,542.453154091
3653,Y,2016-06-17 04:00:00,6716634,LOCK ST,None,None,1250,0.0287,1060,None,None,UB,9, ,9,0,None,Narrow lot in the middle of parking lot,Downtown Akron,W3,640,None,None,None,LOCK,ST,None,ROZENDA,2017-02-21 11:58:00,None,1548.52539062,329.607177326
3654,Y,2016-06-15 04:00:00,6717039,DUNBAR DR,None,None,233046,5.35,46750,None,None,Unknown,8, ,8,0,None,Soccer field,Downtown Akron,W3,640,None,None,None,DUNBAR,DR,None,ROZENDA,2017-02-21 11:58:00,None,230470.665283,2727.05955816
3655,Y,2016-06-15 04:00:00,6761029,FALOR ST,None,None,321473,7.38,166050,None,None,Unknown,9, ,9,0,None,None,Downtown Akron,W3,640,None,None,None,FALOR,ST,None,ROZENDA,2017-02-21 11:58:00,None,321732.414673,4151.9409576
3656,Y,2016-06-17 04:00:00,6855345,S MAIN ST,None,None,5837,0.134,47130,None,None,U-3,9, ,9,0,None,See adjacent parcels for pic ,Downtown Akron,W1,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,5897.35913086,422.438462601
3657,Y,2016-06-15 04:00:00,6756875,538 S MAIN ST,None,None,101495,2.33,102750,None,None,Unknown,3, ,3,0,None,Part of Canal Place,Downtown Akron,W3,640,538,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,77068.3757324,1361.81147249
3658,Y,2016-06-15 04:00:00,6756877,FALOR ST,None,None,7841,0.18,13770,None,None,Unknown,14, ,14,0,None,Substation,Downtown Akron,W3,640,None,None,None,FALOR,ST,None,ROZENDA,2017-02-21 11:58:00,None,7687.77685547,418.604284488
3659,Y,2016-06-15 04:00:00,6761030,FALOR ST,None,None,3350,0.0769,1470,None,None,Unknown,9, ,9,0,None,Small section of parking in front of building,Downtown Akron,W3,640,None,None,None,FALOR,ST,None,ROZENDA,2017-02-21 11:58:00,None,3348.00842285,302.000172508
3660,Y,2016-06-15 04:00:00,6716743,W BARTGES ST,None,None,583704,13.4,76500,None,None,Unknown,8, ,8,0,None,Part of the towpath,Downtown Akron,W3,640,None,None,W,BARTGES,ST,None,ROZENDA,2017-02-21 11:58:00,None,555180.72168,5001.25443085
3661,Y,2016-06-15 04:00:00,6753332,WATER ST,None,None,1690,0.0388,13650,None,None,UB,9, ,9,0,None,"Small lot inside larger lot, see larger lot for pic",Downtown Akron,W3,400,None,None,None,WATER,ST,None,ROZENDA,2017-02-21 11:58:00,None,1873.89050293,210.618765965
3662,Y,2016-06-15 04:00:00,6762308,CEDAR ST,None,None,89220,2.0482,165900,None,None,UB,9, ,9,0,None,None,Downtown Akron,W3,456,None,None,W,CEDAR,ST,None,ROZENDA,2017-02-21 11:58:00,None,88046.9698486,1733.57173262
3663,Y,2016-06-15 04:00:00,6762309,CEDAR ST,None,None,46583,1.0694,88550,None,None,UB,9, ,9,0,None,"2of 3 lots, see adjacent parcels for pic ",Downtown Akron,W3,456,None,None,W,CEDAR,ST,None,ROZENDA,2017-02-21 11:58:00,None,45431.8005371,937.212180376
3664,Y,2016-06-17 04:00:00,6762747,STATE ST,None,None,17106,0.3927,120170,None,None,U-4,8, ,8,0,None,"Part of towpath, see adjacent parcel for pic ",Downtown Akron,W3,640,None,None,W,STATE,ST,None,ROZENDA,2017-02-21 11:58:00,None,17109.2081299,912.689675912
3665,Y,2016-06-20 04:00:00,6853382,11 W MILL ST,None,None,30910,0.7096,293650,None,None,U-3,9, ,9,0,None,None,Downtown Akron,W1,456,11,None,W,MILL,ST,None,ROZENDA,2017-02-21 11:58:00,None,31844.6026611,715.602805539
3666,Y,2016-06-17 04:00:00,6756343,WATER ST,None,None,2583,0.0593,20860,None,None,U-4,8, ,8,0,None,Part of Towpath,Downtown Akron,W3,680,None,None,None,WATER,ST,None,ROZENDA,2017-02-21 11:58:00,None,950.942993164,243.532678885
3667,Y,2016-06-17 04:00:00,6755849,WATER ST,None,None,12632,0.29,102000,None,None,U-4,8, ,8,0,None,"Part of towpath, see adjacent parcels for pic ",Downtown Akron,W3,640,None,None,None,WATER,ST,None,ROZENDA,2017-02-21 11:58:00,None,6489.06860352,598.379955711
3668,Y,2016-06-17 04:00:00,6702027,50 W STATE ST,None,None,27120,0.6226,218990,None,None,U-3,8, ,8,0,None,"Zoning split between U-3 and U-, part of Towpath Park, see adjacent parcel for pic ",Downtown Akron,W3,640,50,None,W,STATE,ST,D,ROZENDA,2017-02-21 11:58:00,None,35992.8925781,753.698549267
3669,Y,2016-06-20 04:00:00,6828448,300 S MAIN ST,None,None,213,0.0049,1710,None,None,U-3,8, ,8,0,None,"Part of Canal Park Stadium, see adjacent parcels for pic ",Downtown Akron,W3,680,300,None,S,MAIN,ST,D,ROZENDA,2017-02-21 11:58:00,None,168.172485352,338.313364003
3670,Y,2016-06-20 04:00:00,6828449,300 S MAIN ST,None,None,44,0.001,350,None,None,U-4,8, ,8,0,None,"Part of Canal Park Stadium, see adjacent parcels for pic ",Downtown Akron,W3,680,300,None,S,MAIN,ST,D,ROZENDA,2017-02-21 11:58:00,None,109.799072266,227.22580356
3671,Y,2016-06-20 04:00:00,6837679,300 S MAIN ST,None,None,14070,0.323,113620,None,None,U-3,8, ,8,0,None,"Part of Canal Park Stadium, see adjacent parcels for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,14012.6333008,500.494785198
3672,Y,2016-06-17 04:00:00,6819509,300 S MAIN ST,None,None,77537,1.78,544680,None,None,U-4,3, ,3,0,None,"Zoning split between U-3 and U-, Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,D,ROZENDA,2017-02-21 11:58:00,None,82036.659668,1157.74238057
3673,Y,2016-06-15 04:00:00,6752442,300 S MAIN ST,None,None,28401,0.652,229340,None,None,U-3,3, ,3,0,None,"Part of AES Building, see previous parcel for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,D,ROZENDA,2017-02-21 11:58:00,None,30217.3820801,3616.92176932
3674,Y,2016-06-17 04:00:00,6860863,S MAIN   (REAR) ST,None,None,23653,0.543,0,None,None,U-3,3, ,3,0,None,O'Neal Parking Deck,Downtown Akron,W1,640,None,REAR,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,23941.630249,683.304203178
3675,Y,2016-06-17 04:00:00,6853868,300 S MAIN ST,None,None,876,0.0201,7070,None,None,U-4,8, ,8,0,None,"Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,9023.85192871,657.934089456
3676,Y,2016-06-17 04:00:00,6760782,300 S MAIN ST,None,None,None,0.0,None,None,None,U-4,8, ,8,0,None,"Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,D,ROZENDA,2017-02-21 11:58:00,None,69666.6776123,1079.78628787
3677,Y,2016-06-17 04:00:00,6853867,300 S MAIN ST,None,None,71112,1.6325,499550,None,None,U-4,8, ,8,0,None,"Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,D,ROZENDA,2017-02-21 11:58:00,None,66049.9832764,1030.38841041
3678,Y,2016-06-17 04:00:00,6755848,STATE ST,None,None,51096,1.173,0,None,None,U-4,8, ,8,0,None,Towpath Park,Downtown Akron,W3,640,None,None,W,STATE,ST,None,ROZENDA,2017-02-21 11:58:00,None,42485.2470703,1066.46977269
3679,Y,2016-06-17 04:00:00,6752443,300 S MAIN ST,None,None,15246,0.35,123110,None,None,U-4,8, ,8,0,None,"Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,640,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,14530.0477295,927.047909179
3680,Y,2016-06-20 04:00:00,6828451,300 S MAIN ST,None,None,340,0.0078,2740,None,None,U-4,8, ,8,0,None,"Part of Canal Park Stadium, see adjacent parcels for pic",Downtown Akron,W3,680,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,332.032836914,336.060092989
3681,Y,2016-06-17 04:00:00,6828450,300 S MAIN ST,None,None,23631,0.5425,190810,None,None,U-4,8, ,8,0,None,"Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,680,300,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,22077.9125977,599.297088389
3682,Y,2016-06-20 04:00:00,6760928,GARDEN ALLEY,None,None,12632,0.29,88740,None,None,U-3,8, ,8,0,None,"Part of Canal Park Stadium, see adjacent parcels for pic ",Downtown Akron,W3,640,None,None,None,GARDEN,ALY,D,ROZENDA,2017-02-21 11:58:00,None,18567.9343262,1753.36706034
3683,Y,2016-06-15 04:00:00,6834697,EXCHANGE ST,None,None,606791,13.93,1065650,None,None,WATER,8, ,8,0,None,Towpath park,Downtown Akron,W3,610,None,None,W,EXCHANGE,ST,D,ROZENDA,2017-02-21 11:58:00,None,214907.123901,6697.35404812
3684,Y,2016-06-17 04:00:00,6755847,MAIN ST,None,None,7841,0.18,6660,None,None,U-3,9, ,9,0,None,Also has a pedestrian walk running behind building,Downtown Akron,W3,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,7892.88110352,923.836876255
3685,Y,2016-06-17 04:00:00,6755846,382 ORLEANS AVE,None,None,79279,1.82,306000,None,None,U-3,9, ,9,14,None,None,Downtown Akron,W3,640,382,None,None,ORLEANS,AVE,None,ROZENDA,2017-02-21 11:58:00,None,56216.6793213,1029.6750121
3686,Y,2016-06-17 04:00:00,6760927,BUCHTEL AVE,None,None,38333,0.88,309540,None,None,U-4,8, ,8,0,None,"Zoning split between U-3, U-4, and WATER, Canal Park, see adjacent parcels for pic ",Downtown Akron,W3,640,None,None,None,BUCHTEL,AVE,D,ROZENDA,2017-02-21 11:58:00,None,37942.0223389,1498.92325401
3687,Y,2016-06-17 04:00:00,6762911,ORLEANS AVE,None,None,1899,0.0436,9030,None,None,Unknown,9, ,9,0,None,None,Downtown Akron,W3,640,None,None,None,ORLEANS,AVE,None,ROZENDA,2017-02-21 11:58:00,None,1899.66418457,193.346012561
3688,N,None,6760954,388 S MAIN ST,None,None,None,0.0,None,None,None,Unknown,None, ,0,0,None,None,Downtown Akron,W3,720,388,None,S,MAIN,ST,None,ROZENDA,2017-02-21 12:45:07,Added,202010.261841,3514.28710062
3689,Y,2016-06-15 04:00:00,6755717,388 S MAIN ST,None,None,203861,4.68,358020,None,None,Unknown,3, ,3,0,None,AES Building,Downtown Akron,W3,400,388,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,202010.261841,3514.28710062
3690,Y,2016-06-20 04:00:00,6855346,S MAIN ST,None,None,3999,0.0918,8160,None,None,U-3,8, ,8,0,None,"Part of Lock 4, see adjacent parcels for pic ",Downtown Akron,W1,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,3473.06677246,460.735831641
3691,Y,2016-06-20 04:00:00,6762983,S MAIN ST,None,None,1782,0.0409,3630,None,None,U-3,8, ,8,0,None,"Part of Lock 3, see adjacent parcels for pic ",Downtown Akron,W1,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,2283.1986084,309.115566545
3692,Y,2016-06-20 04:00:00,6731986,190 S MAIN ST,None,None,3642,0.0836,29390,None,None,U-3,8, ,8,0,None,"Part of Lock 3, see adjacent parcels for pic ",Downtown Akron,W1,640,190,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,3769.78808594,265.146407135
3693,Y,2016-06-17 04:00:00,6860862,S  MAIN     (REAR) ST,None,None,46609,1.07,0,None,None,U-3,8, ,8,0,None,Towpath canal,Downtown Akron,W1,640,None,REAR,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,46266.1884766,1564.39496863
3694,Y,2016-06-17 04:00:00,6860962,156 S MAIN ST,None,None,7958,0.1827,64260,None,None,U-3,3, ,3,0,None,Old Bank Development ,Downtown Akron,W1,640,156,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,8214.56762695,379.390491708
3695,Y,2016-06-17 04:00:00,6860970,W BOWERY ST,None,None,30139,0.6919,243370,None,None,U-3,8, ,8,0,None,Lock 4,Downtown Akron,W1,640,None,None,W,BOWERY,ST,None,ROZENDA,2017-02-21 11:58:00,None,29953.7943115,745.524806825
3696,Y,2016-06-20 04:00:00,6860969,S MAIN ST,None,None,1616,0.0371,13050,None,None,U-3,8, ,8,0,None,"Part of Lock 4, see adjacent parcels for pic ",Downtown Akron,W1,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,1900.77990723,427.054783148
3697,Y,2016-06-17 04:00:00,6716557,10 W BOWERY ST,None,None,190357,4.37,1337220,None,None,U-3,3, ,3,0,None,See adjacent parcel for pic ,Downtown Akron,W1,400,10,None,W,BOWERY,ST,None,ROZENDA,2017-02-21 11:58:00,None,181622.422729,2397.65232942
3698,Y,2016-06-17 04:00:00,6853901,317 WATER ST,None,None,9801,0.225,79140,None,None,U-4,8, ,8,0,None,"Part of Towpath, see adjacent parcels for pic",Downtown Akron,W3,640,317,None,None,WATER,ST,None,ROZENDA,2017-02-21 11:58:00,None,9197.96789551,414.040136785
3699,Y,2016-06-17 04:00:00,6762897,BUCHTEL & EXCHANGE,None,None,31202,0.7163,13700,None,None,WATER,8, ,8,0,None,"Zoning split between U-3, U-4, and WATER, part of Towpath, see adjacent parcels for pic ",Downtown Akron,W3,640,None,None,W,EXCHANGE,ST,D,ROZENDA,2017-02-21 11:58:00,None,25032.9316406,939.548065133
3700,Y,2016-06-17 04:00:00,6861074,W EXCHANGE ST,None,None,2622,0.0602,21170,None,None,U-4,8, ,8,0,None,"Part of Towpath, see adjacent parcels for pic ",Downtown Akron,W3,640,None,None,W,EXCHANGE,ST,None,ROZENDA,2017-02-21 11:58:00,None,2622.46862793,206.568175607
3701,Y,2016-06-15 04:00:00,6762310,388 S MAIN ST,None,None,46365,1.0644,95800,None,None,UB,9, ,9,0,None,parking deck ,Downtown Akron,W3,456,388,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,44860.6835938,1005.70240049
3702,Y,2016-06-20 04:00:00,6855340,S MAIN ST,None,None,4356,0.1,35170,None,None,U-3,8, ,8,0,None,"Part of Lock 3, see adjacent parcels for pic ",Downtown Akron,W1,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,4435.15576172,504.348842679
3703,Y,2016-06-17 04:00:00,6855342,S MAIN ST,None,None,8712,0.2,70350,None,None,U-3,9, ,9,0,None,See adjacent parcel for pic ,Downtown Akron,W1,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,9821.84814453,474.185918795
3704,Y,2016-06-17 04:00:00,6860864,S MAIN    (REAR) ST,None,None,2344,0.0538,0,None,None,U-3,8, ,8,0,None,"Part of towpath canal, see adjacent parcels for pic ",Downtown Akron,W1,640,None,REAR,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:00,None,2143.77941895,271.128814568
3705,Y,2016-06-14 04:00:00,6744564,LOCUST ST,86,135,11609,0.2665,29430,None,None,U-2,9, ,9,0,None,See adjacent parcels for pic ,Downtown Akron,W1,640,None,None,None,LOCUST,ST,D,ROZENDA,2017-02-21 11:58:00,None,11464.9089355,437.916114712
3706,Y,2016-06-15 04:00:00,6763346,160 OPPORTUNITY PKWY,None,None,None,0.0,None,None,None,UB,3, ,3,0,None,None,Downtown Akron,W3,730,160,None,None,OPPORTUNITY,PKWY,None,ROZENDA,2017-02-21 11:58:00,None,117237.114136,1623.82494371
3707,Y,2016-06-17 04:00:00,6758016,W EXCHANGE ST,None,None,60984,1.4,306000,None,None,UB,8, ,8,0,None,Garden area in front of Children's Hospital ,Downtown Akron,W3,660,None,None,W,EXCHANGE,ST,None,ROZENDA,2017-02-21 11:58:00,None,84593.6064453,1138.55784442
3708,Y,2016-06-06 04:00:00,6722130,413 RHODES AVE,60,153,9178,0.2107,13420,None,None,U-1,7, ,11,12,None,None,Lane-Wooster,W3,640,413,None,None,RHODES,AVE,None,ROZENDA,2017-02-21 11:58:00,None,9100.84179688,428.360651014
3709,Y,2016-06-20 04:00:00,6762985,S MAIN ST,None,None,1394,0.032,2840,None,None,NULL,8, ,8,0,None,"Part of Lock 3, see adjacent parcels for pic ",Downtown Akron,W1,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:16,None,950.765014648,180.409301944
3710,Y,2016-06-20 04:00:00,6712858,192 S MAIN ST,None,None,5776,0.1326,46630,None,None,NULL,8, ,8,0,None,"Part of Lock 3, see adjacent parcels for pic",Downtown Akron,W1,640,192,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:16,None,4701.76342773,284.774878865
3711,Y,2016-06-17 04:00:00,6701189,203 WATER ST,None,None,24829,0.57,306640,None,None,NULL,9, ,9,0,None,None,Downtown Akron,W1,640,203,None,None,WATER,ST,None,ROZENDA,2017-02-21 11:58:16,None,27826.4866943,756.362383791
3713,Y,2016-06-15 04:00:00,6761031,S MAIN ST,None,None,14479,0.3324,7480,None,None,NULL,9, ,9,0,None,None,Downtown Akron,W3,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:16,None,14224.097168,623.466041657
3714,Y,2016-07-05 04:00:00,6755104,S MAIN ST,None,None,436,0.01,1410,None,None,NULL,14, ,14,0,None,"Part of road, possibly an easement, too small for pic",Downtown Akron,W3,640,None,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:16,None,244.477050781,86.8622596769
3715,Y,2016-06-15 04:00:00,6758628,526 S MAIN ST,None,None,36847,0.8459,119750,None,None,NULL,3, ,3,0,None,Parcel is the white part of building only,Downtown Akron,W3,640,526,None,S,MAIN,ST,None,ROZENDA,2017-02-21 11:58:16,None,37380.3419189,811.811205174
3716,N,None,6010016,NORTHEAST AVE,None,None,148540,3.41,22170,None,None,NULL,None, ,0,0,None,None,None,None,640,None,None,None,NORTHEAST,AVE,None,ROZENDA,2017-02-21 12:45:07,Added,148517.995605,6271.05262545
3717,Y,2016-06-14 04:00:00,6716437,LAFAYETTE DR,None,None,50094,1.15,83090,None,None,NULL,8, ,8,0,None,Wooded ravine,Northwest Akron,W1,640,None,None,None,LAFAYETTE,DR,None,ROZENDA,2017-02-21 11:58:16,None,49057.3305664,1649.84130217
3718,Y,2016-06-14 04:00:00,6853366,RAVINE VIEW DR,None,None,156380,3.59,28730,None,None,NULL,7, ,8,0,None,Ravine,Northwest Akron,W1,640,None,None,None,RAVINE VIEW,DR,None,ROZENDA,2017-02-21 11:58:16,None,160284.044434,3350.53925552
3719,Y,2016-06-13 04:00:00,6716413,CUYAHOGA ST,71,100,7100,0.163,7840,None,None,NULL,7, ,11,0,None,None,Merriman Valley,W1,640,None,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:16,None,7317.82043457,346.8641437
3720,Y,2016-06-13 04:00:00,6819506,CUYAHOGA ST,42,105,4408,0.1012,2120,None,None,NULL,7, ,12,0,None,See adjacent parcel for pic ,Merriman Valley,W1,640,None,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:16,None,4331.71606445,292.541395916
3721,Y,2016-06-13 04:00:00,6753654,CUYAHOGA ST,None,None,351699,8.0739,72250,None,None,NULL,13, ,13,14,None,See adjacent parcels for pic ,Merriman Valley,W1,640,None,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:16,None,348795.217896,2528.68180021
3722,Y,2016-06-14 04:00:00,6716440,ROCKY HOLLOW (REAR) DR,None,None,148104,3.4,61410,None,None,NULL,8, ,8,0,None,"Appears to be ravine area behind houses, unable to take photo",Northwest Akron,W1,640,None,REAR,None,ROCKY HOLLOW,DR,None,ROZENDA,2017-02-21 11:58:16,None,210126.75769,4277.00944889
3723,Y,2016-06-13 04:00:00,6716450,CUYAHOGA ST,None,None,83635,1.92,34680,None,None,NULL,8, ,8,14,None,See adjacent parcels for pic ,Northwest Akron,W1,640,None,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:16,None,49600.5495605,1039.208808
3724,Y,2016-06-14 04:00:00,6717466,CANYON TRL,None,None,90605,2.08,37570,None,None,NULL,8, ,8,0,None,None,Northwest Akron,W1,660,None,None,None,CANYON,TRL,None,ROZENDA,2017-02-21 11:58:16,None,121546.477295,2193.72286931
3725,Y,2016-06-13 04:00:00,6701996,MEMORIAL PKWY,None,None,181645,4.17,57340,None,None,NULL,13, ,13,14,None,See adjacent parcels for pic ,Northwest Akron,W1,640,None,None,None,MEMORIAL,PKWY,None,ROZENDA,2017-02-21 11:58:16,None,250278.006104,4105.6604949
3726,Y,2016-06-13 04:00:00,6716416,MEMORIAL PKWY,None,None,321037,7.37,101340,None,None,NULL,8, ,8,0,None,"Heavily wooded area, see previous parcel for pic",Northwest Akron,W1,640,None,None,None,MEMORIAL,PKWY,None,ROZENDA,2017-02-21 11:58:16,None,637894.15918,6204.75233288
3727,Y,2016-06-13 04:00:00,6737724,CUYAHOGA ST,None,None,46174,1.06,19150,None,None,NULL,13, ,13,14,None,See adjacent parcels for pic ,Merriman Valley,W1,640,None,None,None,CUYAHOGA,ST,None,ROZENDA,2017-02-21 11:58:16,None,41526.4691162,973.926259411
