OBJECTID,JUR,PARID,TAXYR,LLINE,LTYPE,CODE,SEQ,CUR,WHO,WEN,WHOCALC,WENCALC,STATUS,FRONACT,FRONEFF,DEPTH,DEPTBL,DEPFACT,SF,ACRES,UNITS,EXMPPCT,EXMPVAL,OSIZE,ORATE,OINCR,ODECR,BSIZE,BRATE,BINCR,BDECR,INFL1,INFL2,INFLU,ZONING,LCODEMOD,NMOD,ZMOD,LMOD,SMOD,UMOD,SFACT,COMRES,PRICE,ADJFACT,CLASS,AGFLG,CHGRSN,NOTE1,USER1,DEACTIVAT,SALEKEY,IASW_ID,TRANS_ID,UPD_STATUS
1497536,000,5604164,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:03,3,90.0,90,196,150,1.12999999523,17640.0,0.405,None,None,38140.0,None,None,None,None,90,375,190,190,None,None,None,None,0,189,0,0,0,0,None,N,38140.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97029e+008,None,None
1497537,000,5604165,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,104.0,104,180,150,1.09000003338,18720.0,0.4298,None,None,27640.0,None,None,None,None,80,275,140,140,None,None,None,None,0,170,0,0,0,0,None,N,27640.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97029e+008,None,None
1497538,000,5604166,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:41:58,3,None,None,None,None,1.0,1276.0,0.0293,None,None,9160.0,None,None,None,None,1,7.25,7.25,7.25,None,None,None,None,0,655,0,0,0,0,None,N,9160.0,0.990000009537,None,None,None,None,TomCalpAdjust,None,None,1.97032e+008,None,None
1497539,000,5604167,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:47:44,3,75.0,75,164,150,1.04999995232,12300.0,0.2824,None,None,28560.0,None,None,None,None,70,375,190,190,None,None,None,None,0,155,0,0,0,0,None,N,28560.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97032e+008,None,None
1497540,000,5604167,2017,2,F,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:47:44,3,16.0,16,175,150,1.08000004292,2800.0,0.0643,None,None,3450.0,None,None,None,None,70,75,38,38,None,None,None,None,0,155,0,0,0,0,None,N,3450.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97032e+008,None,None
1497541,000,5604168,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:50:36,3,75.0,75,303,150,1.20000004768,22725.0,0.5217,None,None,31010.0,None,None,None,None,70,375,190,190,None,None,None,None,0,155,0,0,0,0,None,N,31010.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97033e+008,None,None
1497542,000,5604169,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:44:52,3,None,None,None,None,1.0,43560.0,1.0,None,None,52500.0,None,None,None,None,1,52500,26250,26250,None,None,None,None,0,309,0,0,0,0,None,N,52500.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96991e+008,None,None
1497543,000,5604169,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:44:52,3,None,None,None,None,1.0,9583.0,0.22,None,None,0.0,None,None,None,None,1,10500,10500,10500,None,None,None,None,0,309,0,0,0,0,None,N,2310.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96991e+008,None,None
1497544,000,5604170,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,104.0,104,182,150,1.10000002384,18928.0,0.4345,None,None,27900.0,None,None,None,None,80,275,140,140,None,None,None,None,0,170,0,0,0,0,None,N,27900.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96991e+008,None,None
1497545,000,5604171,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:50:36,3,76.0,76,230,150,1.14999997616,17480.0,0.4013,None,None,25370.0,None,None,None,None,60,325,160,160,None,None,None,None,0,137,0,0,0,0,None,N,25370.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96991e+008,None,None
1497546,000,5610688,2017,1,S,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:26:11,3,None,None,None,None,1.0,1020.0,0.0234,None,None,20400.0,None,None,None,None,1,20,20,20,None,None,None,None,0,672,0,0,0,0,None,N,20400.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97012e+008,None,None
1497547,000,5610689,2017,1,S,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,1020.0,0.0234,None,None,20400.0,None,None,None,None,1,20,20,20,None,None,None,None,0,672,0,0,0,0,None,N,20400.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97012e+008,None,None
1497548,000,5610690,2017,1,S,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:39:10,3,None,None,None,None,1.0,1020.0,0.0234,None,None,20400.0,None,None,None,None,1,20,20,20,None,None,None,None,0,672,0,0,0,0,None,N,20400.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97012e+008,None,None
1497549,000,5610691,2017,1,S,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:12,3,None,None,None,None,1.0,1020.0,0.0234,None,None,20400.0,None,None,None,None,1,20,20,20,None,None,None,None,0,672,0,0,0,0,None,N,20400.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97012e+008,None,None
1497550,000,5610692,2017,1,S,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,1020.0,0.0234,None,None,20400.0,None,None,None,None,1,20,20,20,None,None,None,None,0,672,0,0,0,0,None,N,20400.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97012e+008,None,None
1497774,000,0206415,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:32:43,3,54.0,54,228,150,1.14999997616,12312.0,0.2826,None,None,30810.0,None,None,None,None,60,475,240,240,None,None,None,None,0,140,0,0,0,0,None,N,30810.0,0.990000009537,None,None,None,None,TomCalpAdjust,None,None,1.97007e+008,None,None
1497775,000,0206416,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:50:53,3,50.0,50,120,150,0.889999985695,6000.0,0.1377,None,None,22190.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,22190.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97007e+008,None,None
1497776,000,0206417,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:16,3,40.0,40,100,150,0.810000002384,4000.0,0.0918,None,None,18770.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,18770.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97007e+008,None,None
1497777,000,0206418,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:29,3,50.0,50,130,150,0.930000007153,6500.0,0.1492,None,None,23920.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,23920.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97044e+008,None,None
1497778,000,0206421,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,104.0,104,123,150,0.910000026226,12792.0,0.2937,None,None,31170.0,None,None,None,None,40,525,260,260,None,None,None,None,0,107,0,0,0,0,None,N,31170.0,0.910000026226,None,None,None,None,TomCalpAdjust,None,None,1.97037e+008,None,None
1497779,000,0206424,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:07,3,48.0,48,107,150,0.839999973774,5136.0,0.1179,None,None,21400.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,21400.0,0.990000009537,None,None,None,None,TomCalpAdjust,None,None,1.97037e+008,None,None
1497780,000,0206425,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:23,3,40.0,40,127,150,0.920000016689,5080.0,0.1166,None,None,21390.0,None,None,None,None,40,625,310,310,None,None,None,None,0,109,0,0,0,0,None,N,21390.0,0.930000007153,None,None,None,None,TomCalpAdjust,None,None,1.97037e+008,None,None
1497781,000,0206426,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:00,3,70.0,70,146,150,0.980000019073,10220.0,0.2346,None,None,26020.0,None,None,None,None,50,475,240,240,None,None,None,None,0,123,0,0,0,0,None,N,26020.0,0.930000007153,None,None,None,None,TomCalpAdjust,None,None,1.97037e+008,None,None
1497782,000,0211718,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:00,3,50.0,50,120,150,0.889999985695,6000.0,0.1377,None,None,24560.0,None,None,None,None,50,575,290,290,None,None,None,None,0,125,0,0,0,0,None,N,24560.0,0.959999978542,None,None,None,None,TomCalpAdjust,None,None,1.97037e+008,None,None
1497783,000,0211719,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:50:57,3,50.0,50,160,150,1.02999997139,8000.0,0.1837,None,None,26140.0,None,None,None,None,40,575,290,290,None,None,None,None,0,108,0,0,0,0,None,N,26140.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497784,000,0211720,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:50:57,3,50.0,50,120,150,0.889999985695,6000.0,0.1377,None,None,21140.0,None,None,None,None,50,475,240,240,None,None,None,None,0,123,0,0,0,0,None,N,21140.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497785,000,0211721,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:12,3,52.0,52,134,150,0.939999997616,6968.0,0.16,None,None,20370.0,None,None,None,None,50,425,210,210,None,None,None,None,0,122,0,0,0,0,None,N,20370.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497786,000,0211722,2017,1,F,21,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:27.000001,3,32.0,32,91,150,0.77999997139,2912.0,0.0669,None,None,8100.0,None,None,None,None,40,310,155,155,None,None,None,None,0,109,0,0,0,0,None,N,8100.0,0.930000007153,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497787,000,0211723,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:04,3,33.0,33,94,150,0.790000021458,3102.0,0.0712,None,None,16770.0,None,None,None,None,40,625,310,310,None,None,None,None,0,109,0,0,0,0,None,N,16770.0,0.930000007153,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497788,000,0211724,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:45:13,3,50.0,50,129,150,0.930000007153,6450.0,0.1481,None,None,26200.0,None,None,None,None,50,575,290,290,None,None,None,None,0,125,0,0,0,0,None,N,26200.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497789,000,0211725,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,53.0,53,185,150,1.10000002384,9805.0,0.2251,None,None,22820.0,None,None,None,None,60,375,190,190,None,None,None,None,0,138,0,0,0,0,None,N,22820.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497790,000,0211726,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:32:47,3,42.0,42,140,150,0.959999978542,5880.0,0.135,None,None,22740.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,22740.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97043e+008,None,None
1497791,000,0211732,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:06.000001,3,40.0,40,110,150,0.850000023842,4400.0,0.101,None,None,20610.0,None,None,None,None,40,625,310,310,None,None,None,None,0,109,0,0,0,0,None,N,20610.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1497792,000,0211733,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:30,3,50.0,50,100,150,0.810000002384,5000.0,0.1148,None,None,18280.0,None,None,None,None,50,475,240,240,None,None,None,None,0,123,0,0,0,0,None,N,18280.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1497793,000,0211735,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:26:21,3,65.0,65,115,150,0.870000004768,7475.0,0.1716,None,None,17190.0,None,None,None,None,70,325,160,160,None,None,None,None,0,154,0,0,0,0,None,N,17190.0,0.899999976158,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1497794,000,0211736,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:32:50,3,62.0,62,133,150,0.939999997616,8246.0,0.1893,None,None,27060.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,27060.0,0.980000019073,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1497795,000,0211737,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:48:06.000001,3,53.0,53,96,150,0.790000021458,5088.0,0.1168,None,None,20510.0,None,None,None,None,40,575,290,290,None,None,None,None,0,108,0,0,0,0,None,N,20510.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1497796,000,0211738,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,50.0,50,121,150,0.899999976158,6050.0,0.1389,None,None,22920.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,22920.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1497797,000,0211741,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:30,3,50.0,50,105,150,0.829999983311,5250.0,0.1205,None,None,20700.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,20700.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1498282,000,5612367,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:01,3,None,None,None,None,1.0,995.0,0.0228,None,None,7210.0,None,None,None,None,1,7.25,7.25,7.25,None,None,None,None,0,655,0,0,0,0,None,N,7210.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97025e+008,None,None
1498283,000,5612368,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:39:04,3,None,None,None,None,1.0,1487.0,0.0341,None,None,10780.0,None,None,None,None,1,7.25,7.25,7.25,None,None,None,None,0,655,0,0,0,0,None,N,10780.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97026e+008,None,None
1498284,000,5612369,2017,1,S,50,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,None,None,None,None,1.0,1096.0,0.0252,None,None,7950.0,None,None,None,None,1,7.25,7.25,7.25,None,None,None,None,0,655,0,0,0,0,None,N,7950.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97031e+008,None,None
1498285,000,5108991,2017,1,S,02,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:54,3,None,None,None,None,1.0,18000.0,0.4132,None,None,63000.0,None,None,None,None,1,3.5,3.5,3.5,None,None,None,None,1,6012,0,0,0,0,None,N,63000.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97175e+008,None,None
1498286,000,5108991,2017,2,S,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:51:54,3,None,None,None,None,1.0,15976.0,0.3668,None,None,14380.0,None,None,None,None,1,0.9,0.9,0.9,None,None,None,None,1,6012,0,0,0,0,None,N,14380.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97134e+008,None,None
1498287,000,5108994,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:52:42,3,105.0,105,180,150,1.09000003338,18900.0,0.4339,None,None,19500.0,None,None,None,None,100,225,110,110,03,None,-20,None,0,203,0,0,0,0,None,N,19500.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97211e+008,None,None
1498288,000,5108994,2017,2,F,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:52:42,3,130.0,130,20,150,0.34999999404,2600.0,0.0597,None,None,1760.0,None,None,None,None,100,45,23,23,None,None,None,None,0,203,0,0,0,0,None,N,1760.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97211e+008,None,None
1498289,000,5108995,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:44:04,3,125.0,125,235,150,1.14999997616,29375.0,0.6744,None,None,22530.0,None,None,None,None,100,225,110,110,20,None,-20,None,0,203,0,0,0,0,None,N,22530.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97211e+008,None,None
1498290,000,5108996,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:28:10,3,60.0,60,120,150,0.889999985695,7200.0,0.1653,None,None,15630.0,None,None,None,None,100,225,110,110,None,None,None,None,0,203,0,0,0,0,None,N,15630.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97211e+008,None,None
1498291,000,5108997,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:28:10,3,66.0,66,120,150,0.889999985695,7920.0,0.1818,None,None,16200.0,None,None,None,None,100,225,110,110,None,None,None,None,0,203,0,0,0,0,None,N,16200.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97211e+008,None,None
1498292,000,5108998,2017,1,F,21,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:28:10,3,52.0,52,150,150,1.0,7800.0,0.1791,None,None,5060.0,None,None,None,None,100,90,45,45,20,None,-23,None,0,202,0,0,0,0,None,N,5060.0,0.959999978542,None,None,None,None,TomCalpAdjust,None,None,1.97211e+008,None,None
1498293,000,5108998,2017,2,F,21,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:28:10,3,25.0,25,106,150,0.829999983311,2650.0,0.0608,None,None,3450.0,None,None,None,None,100,90,45,45,20,None,-23,None,0,202,0,0,0,0,None,N,3450.0,0.959999978542,None,None,None,None,TomCalpAdjust,None,None,1.97212e+008,None,None
1498294,000,5108999,2017,1,F,08,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:41:08,3,60.0,60,25,150,0.40000000596,1500.0,0.0344,None,None,3400.0,None,None,None,None,100,45,23,23,20,None,145,None,0,203,0,0,0,0,None,N,3400.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97212e+008,None,None
1498295,000,5109001,2017,1,A,17,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:31:36,3,None,None,None,None,1.0,364162.0,8.36,None,None,None,None,None,None,None,1,5000,5000,5000,None,None,None,None,1,8001,0,0,0,0,None,N,41800.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97174e+008,None,None
1498296,000,5109002,2017,1,A,17,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:50:03,3,None,None,None,None,1.0,671695.0,15.42,None,None,None,None,None,None,None,1,5000,5000,5000,None,None,None,None,1,8001,0,0,0,0,None,N,77100.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97175e+008,None,None
1498297,000,5109003,2017,1,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:44:18,3,None,None,None,None,1.0,1006236.0,23.1,None,None,7500.0,None,None,None,None,1,10000,10000,10000,03,None,-25,None,1,3004,0,0,0,0,None,N,173250.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97175e+008,None,None
1498298,000,5109006,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:46:57,3,112.0,112,304,150,1.20000004768,34048.0,0.7816,None,None,34420.0,None,None,None,None,40,375,190,190,None,None,None,None,0,104,0,0,0,0,None,N,34420.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97212e+008,None,None
1498299,000,5608941,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:05,3,75.0,75,140,150,0.959999978542,10500.0,0.241,None,None,22610.0,None,None,None,None,70,325,160,160,None,None,None,None,0,154,0,0,0,0,None,N,22610.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97025e+008,None,None
1498300,000,5608942,2017,1,F,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:32:23,3,30.0,30,212,150,1.12999999523,6360.0,0.146,None,None,3840.0,None,None,None,None,100,55,28,28,None,None,None,None,0,204,0,0,0,0,None,N,3840.0,0.959999978542,None,None,None,None,TomCalpAdjust,None,None,1.97025e+008,None,None
1498301,000,5608940,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:44:53,3,None,None,None,None,1.0,43560.0,1.0,None,None,52500.0,None,None,None,None,1,52500,26250,26250,None,None,None,None,0,309,0,0,0,0,None,N,52500.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97035e+008,None,None
1498302,000,5608940,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:44:53,3,None,None,None,None,1.0,20473.0,0.47,None,None,0.0,None,None,None,None,1,10500,10500,10500,None,None,None,None,0,309,0,0,0,0,None,N,4940.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97035e+008,None,None
1498303,000,0208798,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,40.0,40,124,150,0.910000026226,4960.0,0.1139,None,None,22070.0,None,None,None,None,40,625,310,310,None,None,None,None,0,109,0,0,0,0,None,N,22070.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1498304,000,0208799,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:30,3,79.0,79,121,150,0.899999976158,9559.0,0.2194,None,None,29500.0,None,None,None,None,50,525,260,260,None,None,None,None,0,124,0,0,0,0,None,N,29500.0,0.97000002861,None,None,None,None,TomCalpAdjust,None,None,1.97036e+008,None,None
1498526,000,4501082,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:47:53,3,100.0,100,380,150,1.22000002861,38000.0,0.8724,None,None,35370.0,None,None,None,None,120,275,140,140,None,None,None,None,0,238,0,0,0,0,None,N,35370.0,0.959999978542,None,None,None,None,TomCalpAdjust,None,None,1.97008e+008,None,None
1498527,000,4501083,2017,1,A,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:08,3,None,None,None,None,1.0,43560.0,1.0,None,None,40380.0,None,None,None,None,1,42500,21250,21250,None,None,None,None,0,307,0,0,0,0,None,N,40380.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97008e+008,None,None
1498528,000,4501083,2017,2,A,09,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:08,3,None,None,None,None,1.0,148104.0,3.4,None,None,0.0,None,None,None,None,1,8500,8500,8500,None,None,None,None,0,307,0,0,0,0,None,N,27460.0,0.949999988079,None,None,None,None,TomCalpAdjust,None,None,1.97008e+008,None,None
1498529,000,5613645,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,117.0,117,124,150,0.910000026226,14508.0,0.3331,None,None,38010.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,38010.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96992e+008,None,None
1498530,000,5613646,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:05,3,98.0,98,120,150,0.889999985695,11760.0,0.27,None,None,33620.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,33620.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96989e+008,None,None
1498531,000,5613647,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:32:23,3,115.0,115,150,150,1.0,17250.0,0.396,None,None,41350.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,41350.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96989e+008,None,None
1498532,000,5613648,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:29:05,3,87.0,87,160,150,1.02999997139,13920.0,0.3196,None,None,36530.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,36530.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96989e+008,None,None
1498533,000,5613649,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:00.000001,3,92.0,92,155,150,1.01999998093,14260.0,0.3274,None,None,37250.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,37250.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96989e+008,None,None
1498534,000,5613650,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:25:57,3,92.0,92,155,150,1.01999998093,14260.0,0.3274,None,None,37250.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,37250.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96989e+008,None,None
1498535,000,5613651,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:47:45,3,96.0,96,155,150,1.01999998093,14880.0,0.3416,None,None,38110.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,38110.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96989e+008,None,None
1498536,000,5613652,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:32:23,3,102.0,102,180,150,1.09000003338,18360.0,0.4215,None,None,42100.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,42100.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.96989e+008,None,None
1498537,000,5613653,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,LP401,2014-06-30 08:42:02,3,91.0,91,155,150,1.01999998093,14105.0,0.3238,None,None,37040.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,37040.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97028e+008,None,None
1498538,000,5613654,2017,1,F,01,0,Y,EOY ROLL,2016-11-19 06:22:51,None,None,3,100.0,100,145,150,0.980000019073,14500.0,0.3329,None,None,37440.0,None,None,None,None,80,425,210,210,None,None,None,None,0,173,0,0,0,0,None,N,37440.0,1.0,None,None,None,None,TomCalpAdjust,None,None,1.97029e+008,None,None
